-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     Observed     |       Ritz       |  Rel. | Aki  | Acc. |     Ei           Ek     |         Lower level          |         Upper level          |Type|    TP  |    Line  |
    Wavelength    |    Wavelength    |  Int. |(s^-1)|      |    (eV)         (eV)    |------------------------------|------------------------------|    |   Ref. |    Ref.  |
     Vac (nm)     |     Vac (nm)     |       |      |      |                         | Conf.           | Term | J   | Conf.           | Term | J   |    |        |          |
        314.2870  |        314.285+  |     1 |      |      |  23.34283  -   27.28664 | 5s2.5p2.(1D).5d | 2S   | 1/2 | 5s2.5p2.(1D).6p | 2P*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        315.6770  |        315.675+  |     1 |      |      |  19.32466  -   23.25112 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(3P).4f | 4D*  | 7/2 |    |        |   L6004  |
        317.5250  |        317.523+  |    17 |      |      |  20.95352  -   24.85712 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
        317.9270  |        317.925+  |    15 |      |      |  20.49211  -   24.39078 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        318.4580  |        318.454+  |    14 |      |      |  22.06312  -   25.95531 | 5s.5p4          | 2P   | 1/2 | 5s2.5p2.(3P).6p | 2P*  | 1/2 |    |        |  L11502  |
        319.9320  |        319.930+  |     1 |      |      |  21.43590  -   25.31013 | 5s2.5p2.(1D).5d | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        320.1550  |        320.152+  |    10 |      |      |  20.49211  -   24.36365 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        320.7790  |        320.784+  |     2 |      |      |  22.63592  -   26.49984 | 5s2.5p2.(1D).5d | 2P   | 3/2 | 5s2.5p2.(1D).4f | 2D*  | 3/2 |    |        |   L6004  |
        320.9400  |        320.938+  |    13 |      |      |  19.79318  -   23.65526 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        322.3360  |        322.335+  |     2 |      |      |  21.82641  -   25.67175 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
        322.5490  |        322.549+  |     9 |      |      |  20.19287  -   24.03565 | 5s2.5p2.(3P).5d | 4P   | 1/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        323.3410  |        323.341+  |     1 |      |      |  21.47677  -   25.31013 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        323.9300  |        323.929+  |    16 |      |      |  23.06709  -   26.89350 | 5s2.5p2.(1D).6s | 2D   | 5/2 | 5s2.5p2.(1D).6p | 2D*  | 5/2 |    |        |  L11502  |
        325.3250  |        325.325+  |    13 |      |      |  20.58079  -   24.39078 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        325.6660  |        325.662+  |     9 |      |      |  22.05968  -   25.86572 | 5s2.5p2.(3P).5d | 2F   | 7/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
        325.9460  |        325.945+  |    12 |      |      |  21.82641  -   25.62916 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(1D).4f | 2G*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        326.0670  |        326.070+  |     1 |      |      |  20.58079  -   24.38208 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(3P).4f | 4D*  | 1/2 |    |        |  L11502  |
        327.3740  |        327.374+  |    13 |      |      |  21.13810  -   24.92425 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        327.6590  |        327.658+  |     1 |      |      |  20.58079  -   24.36365 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        327.7280  |        327.725+  |    10 |      |      |  20.49211  -   24.27420 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        328.5980  |        328.599+  |    15 |      |      |  20.01535  -   23.78739 | 5s2.5p2.(3P).5d | 4P   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        328.9030  |        328.901+  |     9 |      |      |  20.95352  -   24.72208 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
        330.3320  |        330.332+  |     8 |      |      |  20.28341  -   24.03565 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
        331.0400  |        331.038+  |    16 |      |      |  19.79318  -   23.53742 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).4f | 2G*  | 7/2 |    |        |  L11502  |
        332.2190  |        332.214+  |     4 |      |      |  23.06709  -   26.79807 | 5s2.5p2.(1D).6s | 2D   | 5/2 | 5s2.5p2.(1D).6p | 2D*  | 3/2 |    |        |   L6004  |
        333.2830  |        333.283+  |    18 |      |      |  21.13810  -   24.85712 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        333.8860  |        333.887+  |     1 |      |      |  20.95352  -   24.66580 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        333.9190  |        333.916+  |     1 |      |      |  21.83637  -   25.54833 | 5s2.5p2.(1D).5d | 2D   | 3/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
        335.5960  |        335.595+  |    11 |      |      |  20.58079  -   24.27420 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        336.4680  |        336.464+  |     4 |      |      |  23.60279  -   27.28664 | 5s2.5p2.(1S).5d | 2D   | 3/2 | 5s2.5p2.(1D).6p | 2P*  | 1/2 |    |        |  L11502  |
        336.7500  |        336.753+  |     5 |      |      |  23.56078  -   27.24147 | 5s2.5p2.(1S).5d | 2D   | 5/2 | 5s2.5p2.(3P).4f | 2F*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        338.0090  |        338.005+  |    10 |      |      |  23.06709  -   26.73415 | 5s2.5p2.(1D).6s | 2D   | 5/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
        338.6750  |        338.673+  |    14 |      |      |  20.73095  -   24.39078 | 5s2.5p2.(3P).6s | 2P   | 1/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        339.4780  |        339.481+  |     6 |      |      |  20.73095  -   24.38208 | 5s2.5p2.(3P).6s | 2P   | 1/2 | 5s2.5p2.(3P).4f | 4D*  | 1/2 |    |        |  L11502  |
        342.6420  |        342.637+  |     5 |      |      |  19.91993  -   23.53742 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(3P).4f | 2G*  | 7/2 |    |        |  L11502  |
        342.8030  |        342.801+  |     5 |      |      |  21.82641  -   25.44218 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        343.1540  |        343.151+  |    13 |      |      |  22.05968  -   25.67175 | 5s2.5p2.(3P).5d | 2F   | 7/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
        343.7520  |        343.747+  |     9 |      |      |  21.83637  -   25.44218 | 5s2.5p2.(1D).5d | 2D   | 3/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
        345.0740  |        345.072+  |     4 |      |      |  23.56078  -   27.15275 | 5s2.5p2.(1S).5d | 2D   | 5/2 | 5s2.5p2.(1D).4f | 2D*  | 5/2 |    |        |  L11502  |
        345.8740  |        345.873+  |    17 |      |      |  19.49094  -   23.07459 | 5s2.5p2.(3P).6s | 4P   | 1/2 | 5s2.5p2.(3P).6p | 4D*  | 1/2 |    |        |  L11502  |
        347.2480  |        347.246+  |     8 |      |      |  22.05968  -   25.62916 | 5s2.5p2.(3P).5d | 2F   | 7/2 | 5s2.5p2.(1D).4f | 2G*  | 7/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        349.1550  |        349.155+  |     2 |      |      |  23.60279  -   27.15275 | 5s2.5p2.(1S).5d | 2D   | 3/2 | 5s2.5p2.(1D).4f | 2D*  | 5/2 |    |        |  L11502  |
        349.7890  |        349.788+  |    15 |      |      |  20.49211  -   24.03565 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
        349.8190  |        349.817+  |     6 |      |      |  20.73095  -   24.27420 | 5s2.5p2.(3P).6s | 2P   | 1/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        351.3560  |        351.359+  |    12 |      |      |  21.13810  -   24.66580 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        352.2360  |        352.243+  |     1 |      |      |  20.28341  -   23.80225 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(3P).4f | 4D*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        353.7410  |        353.737+  |    12 |      |      |  20.28341  -   23.78739 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
        355.3260  |        355.323+  |     6 |      |      |  21.43590  -   24.92425 | 5s2.5p2.(1D).5d | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        355.6490  |        355.642+  |    12 |      |      |  22.06312  -   25.54833 | 5s.5p4          | 2P   | 1/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
        355.7960  |        355.794+  |     9 |      |      |  21.82641  -   25.31013 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        356.0360  |        356.041+  |     1 |      |      |  23.25285  -   26.73415 | 5s2.5p2.(1D).6s | 2D   | 3/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        356.9530  |        356.949+  |     4 |      |      |  21.43590  -   24.90835 | 5s2.5p2.(1D).5d | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 1/2 |    |        |  L11502  |
        358.4500  |        358.448+  |     1 |      |      |  19.79318  -   23.25112 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).4f | 4D*  | 7/2 |    |        |  L11502  |
        358.7290  |        358.727+  |     9 |      |      |  23.34283  -   26.79807 | 5s2.5p2.(1D).5d | 2S   | 1/2 | 5s2.5p2.(1D).6p | 2D*  | 3/2 |    |        |  L11502  |
        358.7670  |        358.767+  |    11 |      |      |  20.58079  -   24.03565 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
        359.5370  |        359.535+  |     1 |      |      |  21.47677  -   24.92425 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        360.6050  |        360.603+  |     3 |      |      |  20.95352  -   24.39078 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |   L6570  |
        361.0740  |        361.077+  |     2 |      |      |  23.06709  -   26.49984 | 5s2.5p2.(1D).6s | 2D   | 5/2 | 5s2.5p2.(1D).4f | 2D*  | 3/2 |    |        |  L11502  |
        361.2010  |        361.200+  |     5 |      |      |  21.47677  -   24.90835 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 1/2 |    |        |  L11502  |
        365.8800  |        365.878+  |     5 |      |      |  20.95352  -   24.34122 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 7/2 |    |        |  L11502  |
        366.3880  |        366.385+  |    13 |      |      |  20.01535  -   23.39837 | 5s2.5p2.(3P).5d | 4P   | 3/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        366.4460  |        366.442+  |    10 |      |      |  22.05968  -   25.44218 | 5s2.5p2.(3P).5d | 2F   | 7/2 | 5s2.5p2.(1D).4f | 2F*  | 5/2 |    |        |  L11502  |
        366.6750  |        366.674+  |    16 |      |      |  21.47677  -   24.85712 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
        367.6010  |        367.599+  |     6 |      |      |  20.28341  -   23.65526 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        371.9100  |        371.915+  |     3 |      |      |  23.56078  -   26.89350 | 5s2.5p2.(1S).5d | 2D   | 5/2 | 5s2.5p2.(1D).6p | 2D*  | 5/2 |    |        |  L11502  |
        372.0910  |        372.087+  |   1bl |      |      |  19.91993  -   23.25112 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(3P).4f | 4D*  | 7/2 |    |        |   L6004  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        373.2660  |        373.264+  |    12 |      |      |  20.95352  -   24.27420 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).4f | 4D*  | 3/2 |    |        |  L11502  |
        375.0710  |        375.069+  |    13 |      |      |  20.73095  -   24.03565 | 5s2.5p2.(3P).6s | 2P   | 1/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
        376.1440  |        376.141+  |     4 |      |      |  20.49211  -   23.78739 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
        379.3300  |        379.324+  |     6 |      |      |  19.32466  -   22.59229 | 5s2.5p2.(3P).5d | 4D   | 7/2 | 5s2.5p2.(3P).4f | 4G*  | 7/2 |    |        |  L11502  |
        381.0670  |        381.068+  |     3 |      |      |  21.13810  -   24.39078 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        381.7380  |        381.736+  |    6* |      |      |  23.25285  -   26.49984 | 5s2.5p2.(1D).6s | 2D   | 3/2 | 5s2.5p2.(1D).4f | 2D*  | 3/2 |    |        |  L11502  |
        381.7380  |        381.733+  |    6* |      |      |  22.06312  -   25.31013 | 5s.5p4          | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 3/2 |    |        |  L11502  |
        383.7710  |        383.767+  |    10 |      |      |  22.63592  -   25.86572 | 5s2.5p2.(1D).5d | 2P   | 3/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |  L11502  |
        384.2800  |        384.273+  |     1 |      |      |  21.13810  -   24.36365 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |  L11502  |
        387.9170  |        387.913+  |     9 |      |      |  23.60279  -   26.79807 | 5s2.5p2.(1S).5d | 2D   | 3/2 | 5s2.5p2.(1D).6p | 2D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        388.6720  |        388.673+  |    11 |      |      |  21.47677  -   24.66580 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        390.5930  |        390.591+  |    13 |      |      |  23.56078  -   26.73415 | 5s2.5p2.(1S).5d | 2D   | 5/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
        391.8570  |        391.854+  |    11 |      |      |  20.49211  -   23.65526 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        395.8350  |        395.830+  |    13 |      |      |  23.60279  -   26.73415 | 5s2.5p2.(1S).5d | 2D   | 3/2 | 5s2.5p2.(1D).6p | 2F*  | 5/2 |    |        |  L11502  |
        397.9210  |        397.915+  |    12 |      |      |  20.28341  -   23.39837 | 5s2.5p2.(3P).5d | 2D   | 3/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        399.4420  |        399.443+  |    13 |      |      |  22.05968  -   25.16273 | 5s2.5p2.(3P).5d | 2F   | 7/2 | 5s2.5p2.(3P).6p | 4D*  | 7/2 |    |        |  L11502  |
        400.1180  |        400.116+  |    12 |      |      |  21.82641  -   24.92425 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        401.4090  |        401.406+  |    10 |      |      |  21.83637  -   24.92425 | 5s2.5p2.(1D).5d | 2D   | 3/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        403.2910  |        403.296+  |     9 |      |      |  20.26684  -   23.34025 | 5s2.5p2.(1D).5d | 2G   | 9/2 | 5s2.5p2.(3P).4f | 4G*  | 9/2 |    |        |  L11502  |
        403.4850  |        403.483+  |     6 |      |      |  21.83637  -   24.90835 | 5s2.5p2.(1D).5d | 2D   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        405.1640  |        405.164+  |    12 |      |      |  20.01535  -   23.07459 | 5s2.5p2.(3P).5d | 4P   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 1/2 |    |        |  L11502  |
        405.5430  |        405.535+  |     5 |      |      |  20.73095  -   23.78739 | 5s2.5p2.(3P).6s | 2P   | 1/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
        408.2900  |        408.288+  |    11 |      |      |  22.63592  -   25.67175 | 5s2.5p2.(1D).5d | 2P   | 3/2 | 5s2.5p2.(3P).6p | 4P*  | 5/2 |    |        |  L11502  |
        408.9810  |        408.978+  |     9 |      |      |  21.82641  -   24.85712 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
        420.7080  |        420.71+   |     1 |      |      |  21.43590  -   24.38208 | 5s2.5p2.(1D).5d | 2P   | 1/2 | 5s2.5p2.(3P).4f | 4D*  | 1/2 |    |        |   L6570  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        425.3570  |        425.36+   |    11 |      |      |  21.47677  -   24.39078 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        425.5920  |        425.59+   |    15 |      |      |  22.63592  -   25.54833 | 5s2.5p2.(1D).5d | 2P   | 3/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |  L11502  |
        426.4960  |        426.49+   |     9 |      |      |  20.49211  -   23.39837 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
        427.8510  |        427.85+   |     0 |      |      |  23.60279  -   26.49984 | 5s2.5p2.(1S).5d | 2D   | 3/2 | 5s2.5p2.(1D).4f | 2D*  | 3/2 |    |        |   L6004  |
        428.0550  |        428.05+   |    12 |      |      |  21.82641  -   24.72208 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(3P).4f | 2D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        430.1100  |        430.12+   |    0h |      |      |  20.19287  -   23.07459 | 5s2.5p2.(3P).5d | 4P   | 1/2 | 5s2.5p2.(3P).6p | 4D*  | 1/2 |    |        |   L6004  |
        433.2080  |        433.22+   |     7 |      |      |  22.06312  -   24.92425 | 5s.5p4          | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4S*  | 3/2 |    |        |  L11502  |
        435.6260  |        435.64+   |    15 |      |      |  22.06312  -   24.90835 | 5s.5p4          | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4P*  | 1/2 |    |        |  L11502  |
        436.5330  |        436.54+   |    16 |      |      |  21.82641  -   24.66580 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        437.3880  |        437.39+   |     1 |      |      |  20.95352  -   23.78739 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        438.0850  |        438.07+   |    10 |      |      |  21.83637  -   24.66580 | 5s2.5p2.(1D).5d | 2D   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 5/2 |    |        |  L11502  |
        439.9170  |        439.91+   |     6 |      |      |  20.58079  -   23.39837 | 5s.5p4          | 2P   | 3/2 | 5s2.5p2.(3P).4f | 2D*  | 5/2 |    |        |  L11502  |
        442.8260  |        442.82+   |    10 |      |      |  19.79318  -   22.59229 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).4f | 4G*  | 7/2 |    |        |  L11502  |
        442.9100  |        442.89+   |     3 |      |      |  23.06709  -   25.86572 | 5s2.5p2.(1D).6s | 2D   | 5/2 | 5s2.5p2.(3P).4f | 2F*  | 5/2 |    |        |   L6004  |
        443.0850  |        443.08+   |    13 |      |      |  22.05968  -   24.85712 | 5s2.5p2.(3P).5d | 2F   | 7/2 | 5s2.5p2.(3P).6p | 2D*  | 5/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        458.7780  |        458.78+   |     8 |      |      |  20.95352  -   23.65526 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        463.8290  |        463.82+   |     3 |      |      |  19.91993  -   22.59229 | 5s2.5p2.(1D).5d | 2G   | 7/2 | 5s2.5p2.(3P).4f | 4G*  | 7/2 |    |        |  L11502  |
        465.2470  |        465.25+   |     6 |      |      |  21.13810  -   23.80225 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(3P).4f | 4D*  | 5/2 |    |        |  L11502  |
        467.8600  |        467.86+   |     5 |      |      |  21.13810  -   23.78739 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 3/2 |    |        |  L11502  |
        474.4550  |        474.45+   |     6 |      |      |  23.34283  -   25.95531 | 5s2.5p2.(1D).5d | 2S   | 1/2 | 5s2.5p2.(3P).6p | 2P*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        476.7760  |        476.77+   |    10 |      |      |  21.43590  -   24.03565 | 5s2.5p2.(1D).5d | 2P   | 1/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
        479.7050  |        479.70+   |     5 |      |      |  20.95352  -   23.53742 | 5s2.5p2.(3P).5d | 2D   | 5/2 | 5s2.5p2.(3P).4f | 2G*  | 7/2 |    |        |  L11502  |
        479.9710  |        479.96+   |     1 |      |      |  20.49211  -   23.07459 | 5s2.5p2.(3P).6s | 4P   | 3/2 | 5s2.5p2.(3P).6p | 4D*  | 1/2 |    |        |  L11502  |
        483.3570  |        483.35+   |    10 |      |      |  21.82641  -   24.39078 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        484.3900  |        484.39+   |     5 |      |      |  21.47677  -   24.03565 | 5s2.5p2.(3P).6s | 2P   | 3/2 | 5s2.5p2.(3P).6p | 2S*  | 1/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        485.2390  |        485.24+   |     6 |      |      |  21.83637  -   24.39078 | 5s2.5p2.(1D).5d | 2D   | 3/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
        486.8810  |        486.90+   |     3 |      |      |  21.83637  -   24.38208 | 5s2.5p2.(1D).5d | 2D   | 3/2 | 5s2.5p2.(3P).4f | 4D*  | 1/2 |    |        |  L11502  |
        487.4670  |        487.46+   |     1 |      |      |  19.79318  -   22.33594 | 5s2.5p2.(3P).5d | 4P   | 5/2 | 5s2.5p2.(3P).4f | 4G*  | 5/2 |    |        |  L11502  |
        488.517   |        488.52+   |     2 |      |      |  21.82641  -   24.36365 | 5s2.5p2.(3P).5d | 2F   | 5/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |   L6004  |
        490.469   |        490.45+   |     3 |      |      |  21.83637  -   24.36365 | 5s2.5p2.(1D).5d | 2D   | 3/2 | 5s2.5p2.(3P).4f | 4F*  | 5/2 |    |        |   L6004  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
        492.4240  |        492.42+   |     5 |      |      |  21.13810  -   23.65526 | 5s2.5p2.(3P).6s | 4P   | 5/2 | 5s2.5p2.(3P).6p | 4D*  | 3/2 |    |        |  L11502  |
        499.544   |        499.55+   |     1 |      |      |  23.06709  -   25.54833 | 5s2.5p2.(1D).6s | 2D   | 5/2 | 5s2.5p2.(3P).6p | 2P*  | 3/2 |    |        |   L6004  |
        526.8850  |        526.88+   |     3 |      |      |  23.60279  -   25.95531 | 5s2.5p2.(1S).5d | 2D   | 3/2 | 5s2.5p2.(3P).6p | 2P*  | 1/2 |    |        |  L11502  |
        528.8780  |        528.88+   |     0 |      |      |  20.73095  -   23.07459 | 5s2.5p2.(3P).6s | 2P   | 1/2 | 5s2.5p2.(3P).6p | 4D*  | 1/2 |    |        |  L11502  |
        532.5120  |        532.51+   |    12 |      |      |  22.06312  -   24.39078 | 5s.5p4          | 2P   | 1/2 | 5s2.5p2.(3P).6p | 2D*  | 3/2 |    |        |  L11502  |
                  |                  |       |      |      |                         |                 |      |     |                 |      |     |    |        |          |
